"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 16 inch rear wheels"	"Automatic"	"A7"	1595	"Petrol"	" 35.80 "	" 60.10 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 16 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 35.30 "	" 60.10 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 17 inch rear wheels"	"Automatic"	"A7"	1595	"Petrol"	" 34.90 "	" 57.60 "	" 46.30 "	" 141.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 17 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 34.40 "	" 57.60 "	" 46.30 "	" 141.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 18 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 34.00 "	" 56.50 "	" 45.60 "	" 144.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 180 with 18 inch rear wheels"	"Automatic"	"A7"	1595	"Petrol"	" 34.00 "	" 56.50 "	" 45.60 "	" 145.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 16 inch rear wheels"	"Manual"	"M6"	1796	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 16 inch rear wheels"	"Automatic"	"A7"	1796	"Diesel"	" 53.30 "	" 72.40 "	" 64.20 "	" 116.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 17 inch rear wheels"	"Manual"	"M6"	1796	"Diesel"	" 51.40 "	" 70.60 "	" 62.80 "	" 118.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 17 inch rear wheels"	"Automatic"	"A7"	1796	"Diesel"	" 52.30 "	" 68.90 "	" 61.40 "	" 119.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 18 inch rear wheels"	"Manual"	"M6"	1796	"Diesel"	" 50.40 "	" 68.90 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 CDI with 18 inch rear wheels"	"Automatic"	"A7"	1796	"Diesel"	" 51.40 "	" 67.30 "	" 60.10 "	" 122.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 with 16 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 35.30 "	" 60.10 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 with 17 inch rear wheels"	"Automatic"	"A7"	1595	"Petrol"	" 34.90 "	" 57.60 "	" 46.30 "	" 141.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 with 17 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 34.40 "	" 57.60 "	" 46.30 "	" 141.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 with 18 inch rear wheels"	"Manual"	"M6"	1595	"Petrol"	" 34.00 "	" 56.50 "	" 45.60 "	" 144.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"B-Class Model Year 2012"	"B 200 with 18 inch rear wheels"	"Automatic"	"A7"	1595	"Petrol"	" 34.00 "	" 56.50 "	" 45.60 "	" 145.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 48.70 "	" 40.40 "	" 162.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 29.40 "	" 47.90 "	" 38.70 "	" 169.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 65.70 "	" 55.40 "	" 133.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 61.40 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 61.40 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 41.50 "	" 61.40 "	" 52.30 "	" 143.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 250 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.40 "	" 163.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 350 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.40 "	" 50.40 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Coupé Model Year 2012"	"C 63 AMG with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	6208	"Petrol"	" 15.50 "	" 33.60 "	" 23.50 "	" 280.00 "	" £3,226.69 "	" M "	" £475.00 "	" £261.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.50 "	" 52.30 "	" 42.80 "	" 155.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 30.40 "	" 52.30 "	" 41.50 "	" 160.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 51.40 "	" 42.20 "	" 157.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 50.40 "	" 41.50 "	" 160.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 29.70 "	" 49.60 "	" 39.80 "	" 166.00 "	" £1,905.21 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 48.70 "	" 40.40 "	" 163.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 28.50 "	" 46.30 "	" 37.70 "	" 176.00 "	" £2,011.33 "	" I "	" £215.00 "	" £118.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.10 "	" 68.90 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 45.60 "	" 62.80 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 45.60 "	" 64.20 "	" 56.50 "	" 133.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 60.10 "	" 53.30 "	" 140.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.10 "	" 58.90 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 200 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 43.50 "	" 57.60 "	" 51.40 "	" 144.00 "	" £1,560.14 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.10 "	" 70.60 "	" 60.10 "	" 124.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.80 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 46.30 "	" 67.30 "	" 57.60 "	" 128.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 62.80 "	" 54.30 "	" 135.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 61.40 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 CDI with 16 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.80 "	" 65.70 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.10 "	" 65.70 "	" 55.40 "	" 132.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 61.40 "	" 53.30 "	" 138.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.20 "	" 61.40 "	" 52.30 "	" 141.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 52.30 "	" 42.20 "	" 155.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 50.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 250 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.00 "	" 49.60 "	" 40.90 "	" 162.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 350 CDI with 17 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 38.70 "	" 52.30 "	" 47.10 "	" 159.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 350 CDI with 18 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 38.20 "	" 52.30 "	" 45.60 "	" 162.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 350 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.10 "	" 50.40 "	" 39.80 "	" 165.00 "	" £1,905.21 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 350 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 28.50 "	" 48.70 "	" 38.70 "	" 170.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"C-Class Estate Model Year 2012"	"C 63 AMG with 18 inch & 19 inch rear wheels"	"Automatic"	"A7"	6208	"Petrol"	" 15.20 "	" 33.20 "	" 23.20 "	" 285.00 "	" £3,268.42 "	" M "	" £475.00 "	" £261.25 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 195/60 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.50 "	" 56.50 "	" 44.10 "	" 148.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 195/60 Tyres ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 30.40 "	" 54.30 "	" 42.20 "	" 157.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.50 "	" 55.40 "	" 43.50 "	" 150.00 "	" £1,743.16 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 30.40 "	" 53.30 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 54.30 "	" 42.80 "	" 152.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 30.10 "	" 52.30 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.10 "	" 52.30 "	" 42.20 "	" 155.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 30.10 "	" 51.40 "	" 40.40 "	" 162.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 49.60 "	" 40.90 "	" 160.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 180 with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	1796	"Petrol"	" 29.40 "	" 47.90 "	" 38.70 "	" 169.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 195/60 Tyres ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.90 "	" 68.90 "	" 58.90 "	" 125.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 195/60 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 46.30 "	" 65.70 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.10 "	" 67.30 "	" 57.60 "	" 127.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 46.30 "	" 64.20 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 225/50 Tyres ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.10 "	" 65.70 "	" 56.50 "	" 130.00 "	" £1,419.32 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 16 inch rear wheels 225/50 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 45.60 "	" 64.20 "	" 56.50 "	" 133.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 46.30 "	" 64.20 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.80 "	" 62.80 "	" 55.40 "	" 135.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 60.10 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 200 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 60.10 "	" 53.30 "	" 140.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 50.40 "	" 76.30 "	" 64.20 "	" 117.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 47.10 "	" 68.90 "	" 58.90 "	" 125.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 47.90 "	" 72.40 "	" 60.10 "	" 123.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 45.60 "	" 65.70 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 65.70 "	" 55.40 "	" 133.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 220 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 47.10 "	" 68.90 "	" 58.90 "	" 125.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 45.60 "	" 65.70 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 CDI with 17 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 44.80 "	" 67.30 "	" 56.50 "	" 131.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	2143	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 CDI with 18 inch rear wheels ECO Start/Stop"	"Manual"	"M6"	2143	"Diesel"	" 42.20 "	" 62.80 "	" 53.30 "	" 140.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 32.50 "	" 55.40 "	" 44.10 "	" 150.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.70 "	" 52.30 "	" 42.20 "	" 156.00 "	" £1,796.85 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 250 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	1796	"Petrol"	" 31.40 "	" 50.40 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 350 CDI with 17 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 39.20 "	" 54.30 "	" 47.90 "	" 154.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 350 CDI with 18 inch rear wheels"	"Automatic"	"A7"	2987	"Diesel"	" 39.20 "	" 53.30 "	" 47.10 "	" 157.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 350 with 17 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 30.10 "	" 53.30 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"MERCEDES-BENZ"	"C-Class Saloon Model Year 2012"	"C 350 with 18 inch rear wheels ECO Start/Stop"	"Automatic"	"A7"	3498	"Petrol"	" 29.40 "	" 50.40 "	" 40.40 "	" 164.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
